doc_idx,filename,category,snippet_text
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Parties,"['CONTRACTOR', 'Nice Systems Ltd.', 'NICE', 'Flextronics Israel Ltd.']"
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['January 21st, 2002']"
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Effective Date,"['January 21st, 2002']"
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['The initial term of this Agreement shall           commence on the Effective Date and extend for three (3) years           thereafter (""INITIAL TERM""), with an automatic renewal for an           indefinite period of time (""EXTENDED TERM""), unless terminated by the           parties according to Sections 16.2. or 16.3. herein.']"
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Renewal Term,"['The initial term of this Agreement shall           commence on the Effective Date and extend for three (3) years           thereafter (""INITIAL TERM""), with an automatic renewal for an           indefinite period of time (""EXTENDED TERM""), unless terminated by the           parties according to Sections 16.2. or 16.3. herein.']"
233,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"['Notwithstanding the aforesaid in Section 16.1. and any possible           implication to the contrary herein or as a result of the course of           conduct of the parties, Contractor shall be entitled, at its sole           discretion, to terminate this Agreement only during the Extended Term,           with or without cause, upon a prior written notice of termination to           NICE of not less than six (6) months.']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Parties,"['Sykes HealthPlan Services, Inc.', 'HealthPlan Services, Inc.', 'SHPS', 'HPS']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['January 1, 1998']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Effective Date,"['January 1, 1998']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['The term of this Agreement will commence on January 1, 1998 (the ""Effective Date"") and will end on December 31, 1998.']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Renewal Term,"[""Unless either party gives the other at least ninety days' prior written notice that it has elected not to extend the term of this Agreement beyond December 31, 1998, the term of this Agreement will be automatically extended until December 31, 1999."", 'Thereafter this Agreement will automatically be renewed for successive additional periods of one year, unless either party gives notice of cancellation on or before October 1 of any such year.']"
234,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"[""Unless either party gives the other at least ninety days' prior written notice that it has elected not to extend the term of this Agreement beyond December 31, 1998, the term of this Agreement will be automatically extended until December 31, 1999."", 'Thereafter this Agreement will automatically be renewed for successive additional periods of one year, unless either party gives notice of cancellation on or before October 1 of any such year.']"
235,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Parties,"['Customer', 'Marshall & Ilsley Corporation', 'M&I', 'Tri City National Bank']"
235,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['16th day of February, 1998']"
235,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Effective Date,"['""Effective Date"" shall mean February 16, 1998']"
235,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['""Term"" shall mean the period commencing on the Effective Date and terminating on the eighth anniversary of the Commencement Date, unless the Agreement is extended in accordance with its provisions.']"
235,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Renewal Term,"['If M&I and Customer are unable to agree upon the terms for renewal of this Agreement at least six (6) months prior to the expiration of the Term, then Customer may, at its option, renew this Agreement for one (1) twelve month period at the then-current terms and conditions of this Agreement.']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Parties,"['Metavante Corporation', 'Metavante', 'Customer', 'Oriental Financial Group Inc.']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['26 day of January, 2007']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Effective Date,"['26 day of January, 2007']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['The term of this Agreement shall commence on the Effective Date and end on November 30, 2014 (the ""Initial Term"").']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Renewal Term,"['Unless Customer notifies Metavante of its intent not to renew this Agreement in writing within a period of three (3) months following the Renewal Notice, this Agreement shall automatically renew at the end of the Initial Term on the same terms (including pricing terms) for one (1) twelve-month period.']"
236,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"['Unless Customer notifies Metavante of its intent not to renew this Agreement in writing within a period of three (3) months following the Renewal Notice, this Agreement shall automatically renew at the end of the Initial Term on the same terms (including pricing terms) for one (1) twelve-month period.']"
237,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Parties,"['MMI', 'MODUS MEDIA INTERNATIONAL', 'DRAGON SYSTEMS', 'DRAGON SYSTEMS, INC.']"
237,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Agreement Date,['19 Jan. 1998']
237,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Effective Date,['19 Jan. 1998']
237,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Expiration Date,['This Agreement shall be valid for an indefinite period.']
238,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Parties,"['DGT', 'Dolphin Industries Limited', 'Dolphin', 'DGT Corp.']"
238,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['1st  day of JUNE , 2006']"
238,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Effective Date,"['IN WITNESS WHEREOF the parties hereto have hereunto executed this Agreement on the 1st  day of JUNE , 2006 , but effective as of the Date of Commencement.']"
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Parties,"['IBM', 'MSL', 'International Business Machines Corporation', ""Manufacturers' Services Western US Operations, Inc.""]"
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Agreement Date,['Dated 05/05/98']
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Effective Date,"['EFFECTIVE DATE\n\n                                  JUNE 1, 1998']"
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['This Attachment and its Product Attachments shall become effective on the       Effective Date and shall continue for a period of three (3) years unless       terminated as provided in Section 5.0 of the Base Agreement.', 'This Agreement shall become effective on the Effective Date and shall       continue for a period of three (3) years unless terminated as provided in       Section 5.0.']"
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Renewal Term,"['This       Attachment will automatically be renewed for periods of six (6) months       unless either party gives twelve (12) months written notice of its intent       to terminate this Agreement.', 'This Agreement will automatically be renewed for periods of       twelve (12) months unless either Party gives six (6) months written       notice of its intent to terminate this Agreement.']"
239,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"['This       Attachment will automatically be renewed for periods of six (6) months       unless either party gives twelve (12) months written notice of its intent       to terminate this Agreement.', 'This Agreement will automatically be renewed for periods of       twelve (12) months unless either Party gives six (6) months written       notice of its intent to terminate this Agreement.']"
240,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Parties,"['WYZZ Licensee, Inc.', 'WYZZ', 'WYZZ and Nexstar are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties"".', 'NEXSTAR', 'Nexstar Broadcasting of Peoria, L.L.C.', 'WYZZ, Inc.']"
240,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['November 28, 2001']"
240,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Effective Date,"['December 1, 2001']"
240,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['Unless earlier terminated in accordance with the terms hereof, the term of this Agreement shall end on the seventh anniversary of the date hereof.']"
241,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Parties,"['E.piphany', 'E.PIPHANY, INC.', 'High Speed Net Solutions, Inc.', 'E.piphany, Inc.', 'HIGH SPEED NET SOLUTIONS, INC.', 'HSNS']"
241,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Agreement Date,"['July __, 2000', '31 day of July, 2000']"
241,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Effective Date,"['JULY __,  2000.', '31 day of July, 2000']"
241,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Expiration Date,['This Agreement shall have an initial term of three (3) years.']
242,"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..PDF",Parties,"['United National Bank', 'UNBJ', 'BISYS', 'United National Bancorp', 'BISYS Group, Inc.']"
242,"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..PDF",Agreement Date,"['February 18, 1999']"
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Parties,"['695014 B.C. Ltd. dba Galaxy Telecom', 'Telnet', 'Galaxy', 'Galaxy Telnet SRL']"
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Agreement Date,"['1s t day of June, 2004.']"
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Effective Date,"['1s t day of June, 2004<omitted>""Effective Date"" means the date first written above']"
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Expiration Date,['The initial term of this Agreement will be for two (2) year(s) commencing on the Effective Date.']
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Renewal Term,"['Thereafter, this agreement will renew automatically from year to year unless cancelled in writing by either Party giving the other written notice of such cancellation a minimum of 60 days before the end of the then current term.']"
243,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Notice Period To Terminate Renewal,"['Thereafter, this agreement will renew automatically from year to year unless cancelled in writing by either Party giving the other written notice of such cancellation a minimum of 60 days before the end of the then current term.']"
244,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Parties,"['AEIS', 'American Express Incentive Services, L.L.C.', 'Schoolpop, Inc.', 'Schoolpop']"
244,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Effective Date,"['This Agreement is effective as of August 1, 2004, (the ""Effective Date"") and shall terminate on July 31, 2009, (the ""Termination Date"") unless earlier terminated or extended as provided for herein.']"
244,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Expiration Date,"['This Agreement is effective as of August 1, 2004, (the ""Effective Date"") and shall terminate on July 31, 2009, (the ""Termination Date"") unless earlier terminated or extended as provided for herein.']"
245,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Parties,"['McDATA', 'McDATA CORPORATION', 'RESELLER', 'MTI TECHNOLOGY CORPORATION']"
245,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Agreement Date,['9/29/04']
245,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Effective Date,"['THE EFFECTIVE DATE OF THIS RESELLER AGREEMENT SHALL BE: Sept 29, 2004']"
245,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Expiration Date,['The initial term of this Agreement shall be for a period of one (1) year from the Effective Date unless sooner terminated pursuant to the termination provisions herein.']
245,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Renewal Term,"['Thereafter, this Agreement automatically renews for successive terms of one (1) year.']"
246,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Parties,"['RESELLER', 'MEDIANET GROUP TECHNOLOGIES', 'MediaNet Group Technologies, Inc.', 'International Direct Response, Inc.']"
246,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Agreement Date,"['19 day of March, 2004']"
246,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Effective Date,"['19 day of March, 2004']"
246,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Expiration Date,"['The term of this Agreement shall commence on the Effective Date      and continue for a period of 1 year after the Effective Date, unless      earlier terminated as set forth herein (the ""TERM"").']"
246,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Renewal Term,"['This Agreement shall      renew for successive 1-year periods, after the initial 1 Year Term, if      agreed by both parties in writing within 30 days of license expiration.']"
247,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,Parties,"['Hereinafter individually referred to as the ""Party"" or collectively as the ""Parties""', 'AZUL LINHAS AÉREAS BRASILEIRAS S/A', 'AVIONS DE TRANSPORT REGIONAL, G.I.E', 'AZUL', 'ATR', '""Repairer\'', 'Company']"
247,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,Agreement Date,"['January 6th, 2016']"
247,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,Effective Date,"['This Amendment shall enter into force on the date of its signature by both Parties and, unless otherwise agreed upon in writing by the Parties through a subsequent amendment to the GMA, shall remain in force for the term of the referenced GMA.<omitted>January 6th, 2016']"
247,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,Expiration Date,"['This Amendment shall enter into force on the date of its signature by both Parties and, unless otherwise agreed upon in writing by the Parties through a subsequent amendment to the GMA, shall remain in force for the term of the referenced GMA.']"
248,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,Parties,"['the ""Repairer""or ""ATR"",', 'Hereinafter individually referred to as the ""Party"" or collectively as the ""Parties"", as the context requires.', 'AZUL LINHAS AÉREAS BRASILEIRAS S/A', '""Company"" or ""AZUL"",', 'AVIONS DE TRANSPORT REGIONAL']"
248,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,Agreement Date,['March 9th 2015']
248,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,Expiration Date,"['The Agreement shall end on the End Date without any further action, unless otherwise provided under this Agreement.', '""End Date""\n\n\n\nmeans the date on which this Agreement is terminated or expires, and shall be the earlier to occur of the following, as appropriate:   (i) the end of the Initial Term as defined in Clause 3.1of this Agreement; or,   (ii) the end of the term of each annual renewal of this Agreement as per Clause 3.2 of this Agreement; or,   (iii) the date on which all or part of this Agreement is terminated as per Clause 16 (""Termination"");', 'The Agreement enters into force on the Signing Date; it will have a duration of [*****] as from the Start Date (the ""Initial Term"").']"
